SNR_dB,devices=2,devices=4,devices=8,devices=16
-20.0,0.62164,0.622865,0.62374875,0.6292356250000001
-19.5,0.5513699999999999,0.5558274999999999,0.55747125,0.56421875
-19.0,0.48084000000000005,0.4809375,0.48590374999999997,0.49400375
-18.5,0.40115999999999996,0.40402,0.41104125,0.4222325
-18.0,0.323575,0.32821749999999994,0.334595,0.34902125
-17.5,0.24924,0.2540825,0.262885,0.2809375
-17.0,0.182075,0.1879825,0.1978425,0.21804937499999996
-16.5,0.125175,0.13039,0.14259,0.165678125
-16.0,0.08018,0.087075,0.09994000000000001,0.12551125000000002
-15.5,0.047665,0.054674999999999994,0.06880375,0.09598875
-15.0,0.02642,0.033732500000000006,0.04844875,0.07689125
-14.5,0.013915,0.022055,0.037219999999999996,0.06575625
-14.0,0.008255,0.01601,0.031009999999999996,0.06027687500000001
-13.5,0.005220000000000001,0.0131575,0.0282875,0.057451875000000006
-13.0,0.00424,0.011885,0.02748125,0.056746875
-12.5,0.003875,0.011565,0.027066250000000004,0.056329375
-12.0,0.0038199999999999996,0.011435,0.026967499999999995,0.0565875
-11.5,0.00402,0.0118325,0.02677875,0.05636375
-11.0,0.003895,0.011472500000000002,0.02706,0.056358125
-10.5,0.003935,0.011484999999999999,0.02668625,0.05657312500000001
-10.0,0.003955,0.011817499999999998,0.02711125,0.05629125
-9.5,0.00394,0.011782500000000001,0.0269725,0.05624125
-9.0,0.004005,0.011595000000000001,0.02690625,0.056409999999999995
-8.5,0.0038799999999999998,0.011782500000000001,0.02636375,0.056190000000000004
-8.0,0.0040999999999999995,0.011707500000000001,0.026682499999999998,0.056590625
-7.5,0.0041600000000000005,0.011519999999999999,0.026949999999999998,0.056414374999999996
-7.0,0.003725,0.0115375,0.026943750000000002,0.056733750000000006
-6.5,0.00392,0.011577500000000001,0.02713,0.056459375
-6.0,0.003695,0.0117525,0.02699625,0.056600624999999995
-5.5,0.00382,0.0116825,0.026821249999999998,0.05622
-5.0,0.0038050000000000002,0.0115725,0.02685,0.05659875
-4.5,0.00385,0.0118225,0.02688375,0.0563575
-4.0,0.00395,0.011880000000000002,0.02671625,0.056160625
-3.5,0.004,0.0115875,0.026925,0.056253124999999994
-3.0,0.004005,0.01137,0.026736249999999996,0.05651312499999999
-2.5,0.004045,0.011925,0.027019999999999995,0.05635875
-2.0,0.00382,0.011595,0.02689875,0.056454374999999994
-1.5,0.0040149999999999995,0.011814999999999999,0.0266225,0.056385000000000005
-1.0,0.00395,0.011685,0.02688125,0.05572625
-0.5,0.00383,0.0117575,0.02705,0.056424999999999996
0.0,0.0037400000000000003,0.0116125,0.02689875,0.056615624999999996
