time_ms,power_mw,power_dbm
28.4,6.22816306935593e-14,-132.05640025006565
28.45,2.966204345211747e-14,-135.27798933233163
28.5,1.1792616762583738e-13,-129.28389814968224
28.55,2.5018778992731673e-13,-126.01733889273234
28.6,2.0272179362913523e-14,-136.93099559920233
28.65,1.2915132091066986e-15,-148.88901147668895
28.7,1.4457269403334037e-14,-138.39913726062807
28.75,1.832658273184436e-14,-137.36918508254428
28.8,2.99142320818981e-13,-125.24122141305129
28.85,3.834042419306581e-13,-124.16343086458254
28.9,1.5895868971264403e-13,-127.98715725747975
28.95,8.329451832468335e-14,-130.79383578901454
29.0,6.41922014868759e-14,-131.9251772982737
29.05,7.667969833152975e-14,-131.15319604364785
29.1,3.487428300794652e-13,-124.57494712432134
29.15,1.4226492414169125e-13,-128.46902163369404
29.2,2.117269790705381e-13,-126.74223798971963
29.25,3.050647946319382e-13,-125.15607908317196
29.3,8.348691936742662e-14,-130.78381563936247
29.35,1.0127082064365523e-13,-129.94515670720045
29.4,6.404555597927088e-14,-131.93510999887116
29.45,4.44342329180523e-15,-143.5228231279137
29.5,1.1442194312378231e-13,-129.41490681279572
29.55,5.7295780395194e-14,-132.41877360904536
29.6,1.3831634302053022e-13,-128.5912650199989
29.65,5.442775311771209e-14,-132.64179593824034
29.7,3.0149312488868463e-13,-125.2072258686363
29.75,3.3469419003383196e-14,-134.75351826507318
29.8,5.39556597156475e-14,-132.67962992976354
29.85,7.511679115998158e-14,-131.24262972542778
29.9,1.117452147902101e-13,-129.51771065374572
29.95,8.365737365861474e-15,-140.77495773791668
30.0,6.213616465197704e-14,-132.0665555703354
30.05,4.289131948626829e-14,-133.67630593145614
30.1,3.422479022183595e-14,-134.65659205159736
30.15,1.712093628742124e-13,-127.66472488879552
30.2,7.226496757238011e-14,-131.41072187867348
30.25,2.2933323592471843e-13,-126.39533000949412
30.3,2.125609347990803e-13,-126.72516548656164
30.35,2.566739972267893e-14,-135.90618126002968
30.4,4.569589168144037e-14,-133.40122843700033
30.45,1.1550684945348181e-13,-129.37392261731563
30.5,8.44929784250932e-14,-130.7317938049339
30.55,3.179868256067762e-13,-124.97590872735071
30.6,3.253228714482521e-14,-134.87685403073516
30.65,4.029122900437288e-14,-133.9478948511406
30.7,5.499891807908044e-14,-132.59645853722245
30.75,1.7672020443923737e-13,-127.52713794721608
30.8,2.5415595288390153e-13,-125.94899713723022
30.85,4.8952445443418984e-14,-133.10225607925096
30.9,8.344775381857545e-14,-130.78585348826877
30.95,2.1403606923858015e-14,-136.69513033420404
31.0,8.18896091504909e-14,-130.86771201718167
31.05,8.053629037959107e-14,-130.94008378512757
31.1,8.55649644564309e-14,-130.6770402571942
31.15,1.0164936914646939e-13,-129.92895312324097
31.2,5.5222138432334737e-14,-132.57886779671023
31.25,1.51510775825842e-13,-128.19556477951943
31.3,4.4261775215804205e-14,-133.53971171724461
31.35,2.0034663045148605e-14,-136.9821795739216
31.4,1.6594474418714423e-14,-137.8003649804096
31.45,2.0263389504098295e-13,-126.93287907455334
31.5,2.3357238837031517e-13,-126.31578498405398
31.55,2.4419874428945105e-13,-126.12256573599836
31.6,2.4415601948124883e-13,-126.12332564047219
31.65,1.4660893896985894e-13,-128.33839549292907
31.7,1.470267764774521e-13,-128.3260356445309
31.75,6.536920804873077e-14,-131.84626776501875
31.8,1.0124031074491199e-13,-129.94646530497255
31.85,7.876000790614852e-14,-131.03694248938228
31.9,9.635965109393343e-15,-140.16104781196046
31.95,1.862836331679129e-15,-147.29825300429076
32.0,4.154239812547582e-14,-133.81508436481727
32.05,1.4676944311047824e-13,-128.333643536152
32.1,1.7082961656550811e-13,-127.67436833904945
32.15,1.478609696281448e-13,-128.30146450155462
32.2,6.078103324963812e-14,-132.16231921386677
32.25,1.9314083996309827e-13,-127.14125884194358
32.3,1.5582575568790892e-13,-128.07360758289371
32.35,7.140212585790248e-14,-131.46288857767072
32.4,6.155620440878984e-14,-132.1072816686424
32.45,7.332523764818957e-14,-131.34746520790233
32.5,2.4781690798621886e-13,-126.05869066020449
32.55,5.68498010867112e-15,-142.45271050538162
32.6,6.116258356936753e-13,-122.13514177834247
32.65,1.9703102545089664e-13,-127.05465382360171
32.7,2.284519855126644e-14,-136.41205063069222
32.75,4.440146916090789e-13,-123.52602659661972
32.8,2.99255703253597e-14,-135.2395756400271
32.85,1.268279461265177e-13,-128.96785040529355
32.9,7.665908690574596e-14,-131.15436357977018
32.95,8.635976551785344e-14,-130.63688545523087
33.0,3.4876609041702075e-14,-134.57465746963865
33.05,1.531392715541017e-13,-128.1491342306934
33.1,3.79660756983385e-14,-134.20604290683093
33.15,1.366328220182848e-13,-128.6444496164141
33.2,2.1553005149977844e-13,-126.66492167310138
33.25,1.615293522062317e-13,-127.9174854860888
33.3,1.262177948612166e-13,-128.98879411611497
33.35,2.4381027966058246e-13,-126.12947987373296
33.4,2.4999244747442847e-14,-136.02073111606867
33.45,2.2295945057061705e-13,-126.51774114506644
33.5,2.2634688519806674e-14,-136.45225477535416
33.55,2.0861065787990902e-14,-136.80663507317962
33.6,4.333766360841294e-15,-143.6313450578327
33.65,1.1184631207764124e-14,-139.51378331377236
33.7,5.890913657939177e-14,-132.29817342593384
33.75,7.897628080281742e-14,-131.02503322167536
33.8,7.372727093862006e-14,-131.32371841483223
33.85,4.013014729842041e-14,-133.96529246177604
33.9,2.4523054638174398e-15,-146.10425434240196
33.95,4.6169293460172203e-14,-133.3564677151116
34.0,1.4118307413636151e-14,-138.5021736595979
34.05,1.7212944044441568e-13,-127.64144843042168
34.1,3.139325693942533e-13,-125.03163625445399
34.15,2.0416497532898752e-13,-126.9001875943818
34.2,2.4807878079811277e-14,-136.05410381138486
34.25,5.414533505896483e-14,-132.66438954466577
34.3,3.2543364620866193e-13,-124.87537547873175
34.35,4.978019111488449e-13,-123.02943440391539
34.4,2.3523647333166894e-13,-126.28495340169833
34.45,7.927232106517977e-17,-161.00878425633493
34.5,1.1614004893384207e-13,-129.35017995319285
34.55,2.39279695134761e-14,-136.21094153309133
34.6,1.4787956030676132e-13,-128.30091849393435
34.65,2.271064904424211e-13,-126.43770453965868
34.7,1.3656510700766188e-14,-138.6466025065303
34.75,4.436264978198518e-14,-133.52982521329787
34.8,1.4608734580266336e-14,-138.35387401355834
34.85,1.571315341577944e-13,-128.0373664922853
34.9,4.271933251372362e-14,-133.6937554174428
34.95,2.416007643225656e-13,-126.16901696124799
35.0,1.6929241881151887e-13,-127.71362489865332
35.05,1.8804876142530233e-13,-127.25729522693207
35.1,8.265639663110853e-14,-130.82723531516643
35.15,2.8305459026238426e-13,-125.4812979782069
35.2,3.728296010477243e-14,-134.28489613857397
35.25,8.76343222946395e-14,-130.57325767532876
35.3,3.348461524812781e-13,-124.75154686919679
35.35,7.829872187214994e-14,-131.0624532719369
35.4,4.1221986772536895e-14,-133.84871080398727
35.45,1.3162144133671735e-13,-128.80673357715057
35.5,2.8934674429651113e-13,-125.3858139991531
35.55,3.5777188672395123e-13,-124.46393788755636
35.6,2.382453359294964e-13,-126.22975592682963
35.65,7.700291299454825e-14,-131.13492845301172
35.7,3.394838583345166e-14,-134.69180870582025
35.75,1.16905181727195e-13,-129.32166238661486
35.8,2.4756530161514512e-14,-136.06310225455923
35.85,1.7771025315911373e-13,-127.50287514445876
35.9,2.6976876059075764e-14,-135.69008343354113
35.95,1.0339564765732043e-13,-129.8549774207565
36.0,5.417222254521441e-13,-122.66223346075682
36.05,3.856454397957552e-13,-124.13811799743567
36.1,1.2174996214595935e-14,-139.14531165142515
36.15,6.565201061284887e-14,-131.82751968969865
36.2,3.291688476568553e-15,-144.8258127288537
36.25,1.773467359766461e-13,-127.51176800202336
36.3,7.032723243561534e-15,-141.52876472897842
36.35,4.45831862396565e-14,-133.50828896895425
36.4,3.92227027348267e-14,-134.0646248352955
36.45,1.866148919404143e-13,-127.29053702339327
36.5,3.246639365524981e-14,-134.88565949828225
36.55,4.61566983106946e-14,-133.35765264772823
36.6,7.091770253073056e-14,-131.49245342365933
36.65,2.126480140238708e-14,-136.7233866892222
36.7,4.4240556368673775e-14,-133.5417941998714
36.75,1.7548515300688003e-13,-127.55759621306098
36.8,8.893726561388606e-14,-130.50916227113933
36.85,5.605540313237174e-14,-132.51382519777673
36.9,3.1694237087537274e-13,-124.99019697675266
36.95,1.392565977618228e-13,-128.56184219467173
37.0,6.114050368063134e-14,-132.13670987840584
37.05,4.173271675801539e-14,-133.79523342232704
37.1,2.873689146972039e-14,-135.41560212212988
37.15,2.384308387630951e-13,-126.22637573434871
37.2,4.70091314694229e-13,-123.27817772668831
37.25,7.852758949654825e-14,-131.04977733560222
37.3,7.353958657378273e-15,-141.334788159851
37.35,3.7009229523130684e-14,-134.3168995617308
37.4,1.8906171206910505e-13,-127.23396413623155
37.45,1.0889244096109845e-13,-129.63002266826635
37.5,2.5653868792671644e-14,-135.90847130801302
37.55,4.693572979385556e-14,-133.2849642499147
37.6,6.444370548605842e-14,-131.90819495784154
37.65,1.5730276219084604e-13,-128.0326365122471
37.7,2.4704159450565315e-13,-126.07229918224331
37.75,1.8541505052345056e-13,-127.31855016178619
37.8,1.0759793383185044e-14,-139.68196068205333
37.85,1.7119699354439264e-14,-137.66503866402704
37.9,7.355573743228617e-14,-131.33383446145146
37.95,2.8739754244499725e-14,-135.4151694986616
38.0,2.496928929570246e-14,-136.02593818855993
38.05,1.1453916837948762e-13,-129.4104597444
38.1,2.1469234491015853e-13,-126.68183440531364
38.15,3.06031652805804e-13,-125.14233652185196
38.2,1.2323076134702416e-13,-129.09280868342807
38.25,3.1192904736938367e-13,-125.05944181110607
38.3,1.7564160525751624e-13,-127.55372602361913
38.35,1.6704358081919885e-13,-127.7717020885174
38.4,2.3250515372813538e-14,-136.3356741606055
38.45,3.499670503553891e-13,-124.5597284285674
38.5,2.820991403454797e-13,-125.49598237289452
38.55,1.0191684557450139e-13,-129.91754026637335
38.6,9.14717247077714e-14,-130.3871313217541
38.65,4.6929055980831375e-14,-133.28558181914488
38.7,1.5358791174982315e-13,-128.1364296442781
38.75,9.085292353537381e-15,-140.41661093068637
38.8,2.3122290053993877e-13,-126.35969155175376
38.85,4.614842802740011e-14,-133.35843087934995
38.9,2.5093168107940946e-14,-136.00444503893146
38.95,5.682085659618957e-14,-132.45492223407976
39.0,8.993807423428916e-14,-130.46056415838297
39.05,1.1478785893746163e-14,-139.4010404464977
39.1,2.5772653584000373e-14,-135.8884086365482
39.15,3.4707316251223094e-14,-134.59578966920526
39.2,7.515783078347579e-14,-131.24025763062753
39.25,3.4591236891457087e-14,-134.6103390848201
39.3,4.077204069548011e-14,-133.89637550980842
39.35,1.238693722651843e-13,-129.07036063281208
39.4,9.435621524702064e-15,-140.25229487564943
39.45,1.597121335329454e-13,-127.96662088706647
39.5,1.1451562938367963e-13,-129.41135235665914
39.55,1.0373520078829867e-13,-129.84073848104262
39.6,6.67581075849691e-14,-131.75495982913316
39.65,4.0699089673720976e-14,-133.9041530463476
39.7,1.2622819212735984e-14,-138.9884363781791
39.75,1.0188101454648306e-13,-129.91906738917046
39.8,6.713269459320137e-14,-131.73065920616776
39.85,4.534971425677751e-13,-123.4342544503378
39.9,4.555139657999462e-14,-133.4149830326426
39.95,8.178645447542952e-14,-130.87318618501055
40.0,2.2959613359605783e-13,-126.39035429741116
40.05,2.6121050966641996e-13,-125.83009353437122
40.1,3.7054097429284566e-14,-134.31163760895532
40.15,5.467682779848564e-14,-132.62196689963335
40.2,1.1787576577392079e-13,-129.28575472873425
40.25,1.1976437190082e-14,-139.2167235880941
40.3,4.4213570248246174e-14,-133.5444441437466
40.35,3.0859910601323997e-14,-135.1060533638719
40.4,1.2363322825561193e-13,-129.07864790504243
40.45,1.306938017919681e-13,-128.83745008527916
40.5,2.62268150567628e-13,-125.81254446247493
40.55,5.221934030409901e-14,-132.82168618995252
40.6,2.537129101027442e-13,-125.95657433275981
40.65,1.1199086112065061e-13,-129.5081741596204
40.7,1.1028284699254312e-13,-129.57492030948637
40.75,2.0114816912655927e-13,-126.96483916072341
40.8,8.010585439110732e-14,-130.96335743131212
40.85,8.306113748581998e-14,-130.8060212571311
40.9,5.4964796634637154e-14,-132.5991537454646
40.95,1.0025457919735002e-13,-129.98895781553446
41.0,8.095967063595584e-14,-130.9173126731848
41.05,3.057017952064577e-14,-135.14702010910912
41.1,2.622493053410621e-13,-125.81285653513596
41.15,3.776452288117958e-14,-134.2291599782978
41.2,5.510948242087777e-14,-132.58773667777146
41.25,3.30894535895396e-13,-124.80310404342326
41.3,1.1973970004742837e-13,-129.21761834113417
41.35,2.8892822130045985e-13,-125.39210036015035
41.4,6.688552665835972e-14,-131.74667848935312
41.45,7.89608768296322e-14,-131.02588037641402
41.5,7.584293901707866e-14,-131.20084845841825
41.55,9.595644186121864e-14,-130.17925864379575
41.6,2.8958018404827874e-14,-135.38231160199103
41.65,1.874957483779639e-13,-127.27008575813193
41.7,2.5730130927441286e-13,-125.8955800388213
41.75,2.3028870292037376e-14,-136.37727366333132
41.8,3.829480395031062e-13,-124.16860149498632
41.85,2.3547202517314955e-13,-126.28060681038664
41.9,1.4030876804252438e-13,-128.5291518860455
41.95,7.657711899210146e-15,-141.15900976841414
42.0,2.812137040795341e-13,-125.50963519139047
42.05,1.0040466662154652e-13,-129.98246101524788
42.1,2.704851353077418e-13,-125.67856596846532
42.15,7.304121266318971e-14,-131.36432025060836
42.2,2.0973350554476498e-13,-126.7833218417062
42.25,1.561508042695396e-13,-128.0645577455307
42.3,3.889090541440026e-14,-134.10151945978265
42.35,7.043075689271247e-14,-131.52237644384013
42.4,7.385772506953462e-14,-131.31604073410784
42.45,2.650963638609392e-13,-125.7659622913586
42.5,2.0240218881990466e-14,-136.93784795254834
42.55,3.024693184875555e-14,-135.19318672209334
42.6,7.832446522775012e-14,-131.06102561648046
42.65,1.2918153947253744e-13,-128.88799544220456
42.7,1.0052749947045592e-13,-129.97715119988476
42.75,1.797406501246631e-13,-127.45353691792798
42.8,2.1795947751032453e-14,-136.61624241851865
42.85,1.7711223834160788e-13,-127.51751428304048
42.9,4.2025185054720326e-13,-123.76490365501414
42.95,2.98214836224864e-13,-125.25470754141539
43.0,3.824435065210449e-14,-134.17432708531777
43.05,4.572674382532498e-15,-143.39829723374234
43.1,2.646667675325588e-13,-125.77300586780632
43.15,6.978914480716464e-14,-131.56212123465247
43.2,3.7564506065837084e-14,-134.25222317307166
43.25,5.957984371892803e-14,-132.2490064029681
43.3,2.1753935942169406e-14,-136.6246215464871
43.35,1.1471039765943245e-13,-129.40397214692848
43.4,2.1072527858812314e-14,-136.76283363334355
43.45,1.1210373535496542e-15,-149.50379916245151
43.5,1.247046942457045e-13,-129.04117198112198
43.55,4.198056670800492e-13,-123.76951703045229
43.6,1.3521503418970636e-13,-128.68975017694456
43.65,4.0434966733490405e-14,-133.93242909854405
43.7,2.023083560383134e-15,-146.93986178987058
43.75,5.48207935662765e-14,-132.61054682058824
43.8,1.0974293478153665e-13,-129.59623429939242
43.85,6.69652896163621e-14,-131.74150248556245
43.9,1.0139556516149016e-13,-129.93981039756258
43.95,1.3356641465557883e-14,-138.7430273170644
44.0,4.943163994179251e-13,-123.05994981166641
44.05,6.137674603531825e-14,-132.11996139957074
44.1,4.476366077490217e-14,-133.49074404062173
44.15,1.2283880119769944e-14,-139.10664430553328
44.2,4.3728224337458266e-14,-133.59238157599128
44.25,1.2601073130129452e-13,-128.9959246800561
44.3,8.503179820572615e-14,-130.70418636605368
44.35,4.890598725465848e-13,-123.1063796965985
44.4,1.183627578130457e-13,-129.26784924475965
44.45,2.0828100833691885e-13,-126.81350328470421
44.5,1.1971475503762398e-13,-129.21852318795726
44.55,1.3523154283653886e-13,-128.68921997136306
44.6,1.9004163918546396e-13,-127.21151232272346
44.65,8.831343534723818e-14,-130.53973221073545
44.7,4.216914963784698e-14,-133.7500515666392
44.75,2.0857857046113077e-13,-126.80730313400163
44.8,3.754893626067358e-14,-134.25402361793323
44.85,4.944010014991091e-14,-133.05920658175924
44.9,3.832579494923167e-14,-134.1650882829396
44.95,1.8727004877811582e-13,-127.27531676391612
45.0,4.045167742315691e-12,-113.93063464644632
45.05,2.0674562918144111e-13,-126.84563663117358
45.1,2.3202943407077005e-13,-126.3445691923115
45.15,3.340242367028595e-12,-114.76222019762012
45.2,4.6669842556428544e-14,-133.309636642314
45.25,4.688694507120528e-13,-123.28948062887919
45.3,1.3964267224619988e-13,-128.54981848982217
45.35,9.134707648897593e-14,-130.3930534743594
45.4,3.310348853773936e-13,-124.80126236651559
45.45,2.9060541473402166e-13,-125.36696297927887
45.5,1.2790071787976464e-14,-138.93127017911138
45.55,1.0723785307157798e-14,-139.6965188928539
45.6,3.352248177138008e-13,-124.74663836708898
45.65,1.2957078796957374e-14,-138.87492900113773
45.7,2.147060738984907e-13,-126.68155669474855
45.75,2.3527985546479426e-13,-126.28415255293156
45.8,6.818067181995566e-14,-131.663387237545
45.85,8.681992291196992e-15,-140.61380604110323
45.9,1.2085132387421033e-13,-129.17748587721246
45.95,6.100849574166488e-14,-132.14609683074292
46.0,5.6283676228594026e-14,-132.49617543901635
46.05,5.716974397498461e-14,-132.4283375269565
46.1,2.1997372427015049e-13,-126.57629192295963
46.15,7.486519901702244e-16,-151.25720016575028
46.2,1.8846568999078878e-14,-137.24767701181887
46.25,1.0282130021093211e-13,-129.87916908630208
46.3,2.3808001479523454e-13,-126.23277059145437
46.35,2.254656913618716e-13,-126.46919534432664
46.4,3.1441059545334326e-13,-125.02502826915757
46.45,3.658133007025699e-13,-124.36740507944575
46.5,6.944189914003904e-14,-131.58378410314847
46.55,3.832831732578374e-14,-134.16480246547053
46.6,4.161771628436048e-14,-133.80721754790224
46.65,3.863235863602931e-14,-134.1304877590017
46.7,1.285047352353692e-13,-128.91080868840848
46.75,1.322165070330162e-13,-128.78714320449328
46.8,1.691052607908871e-14,-137.71842881480237
46.85,4.2694942496913833e-14,-133.69623567030462
46.9,2.4256906415322917e-14,-136.15164587328627
46.95,2.1724825628884655e-13,-126.63043700666044
47.0,1.137244973675016e-13,-129.4414597396165
47.05,2.3283404324495903e-14,-136.329535201024
47.1,3.154295477670418e-13,-125.01097626697913
47.15,2.153089507802636e-13,-126.66937915398641
47.2,1.3744873094048711e-13,-128.61859265628357
47.25,4.487877992343612e-14,-133.4795895834106
47.3,2.254061457170959e-14,-136.47034247053728
47.35,4.117038725592731e-14,-133.8541504793277
47.4,3.992806431379394e-14,-133.98721743605185
47.45,3.8768384830800965e-13,-124.11522292201002
47.5,3.9103099236718063e-14,-134.07788819891516
47.55,4.144985043690956e-14,-133.82477032171417
47.6,1.8561836974702064e-13,-127.31379045978223
47.65,7.117148884628569e-14,-131.47693949011307
47.7,1.1458701940752171e-13,-129.40864577124125
47.75,9.940561287060039e-14,-130.02589092766587
47.8,1.9670863226079436e-13,-127.06176581306033
47.85,2.1545220064856015e-13,-126.66649065629244
47.9,7.941016456158629e-14,-131.00123903990135
47.95,4.958102050323754e-15,-143.04684538593537
48.0,3.4561162580122586e-13,-124.61411657002175
48.05,6.280544209970612e-14,-132.02002722959114
48.1,6.039222502335621e-13,-122.19018969438469
48.15,5.6012397312628584e-14,-132.5171583926903
48.2,3.658395078666678e-13,-124.36709395847073
48.25,4.501148318529575e-14,-133.46676676273322
48.3,2.576295975056982e-13,-125.89004244980651
48.35,2.4006732999575973e-14,-136.1966693768537
48.4,8.672898929600911e-14,-130.61835714669564
48.45,3.5289433939589166e-14,-134.5235530788782
48.5,1.3480818768879834e-13,-128.70283729758575
48.55,1.4130594819081793e-13,-128.49839556395756
48.6,2.1775096045141905e-14,-136.62039920738982
48.65,3.697804955594152e-14,-134.3205599986779
48.7,1.345058663203908e-13,-128.7125877398859
48.75,3.747844285323449e-14,-134.26218461388746
48.8,6.955382990007073e-13,-121.57678951097209
48.85,3.651495054661186e-15,-144.37529283201312
48.9,2.2034570381062293e-13,-126.56895412726237
48.95,1.3900233539425678e-13,-128.56977903052967
49.0,7.372867215892622e-14,-131.32363587597567
49.05,7.206726044230759e-14,-131.42261986854146
49.1,1.5950744754051528e-13,-127.97219034548874
49.15,1.7342553126968046e-14,-137.60886966413915
49.2,3.25548236313958e-13,-124.87384653139048
49.25,2.0868448184715828e-13,-126.80509844651466
49.3,9.947664257306156e-14,-130.02278880987535
49.35,3.1116396200195096e-13,-125.07010707344259
49.4,3.900536973299318e-13,-124.08875601053538
49.45,6.893521703380144e-14,-131.6155885275122
49.5,4.3047266935844584e-14,-133.6605441662288
49.55,3.275553455546781e-14,-134.84715308685236
49.6,4.441677109778329e-14,-133.52453015922268
49.65,2.7871447337457696e-13,-125.54840478206303
49.7,4.536787347500293e-14,-133.43251576910222
49.75,1.1919285104795014e-13,-129.23749791940858
49.8,8.73613174191443e-14,-130.58680825377084
49.85,5.537393440312836e-14,-132.566946181015
49.9,6.163728813148523e-14,-132.10156477277434
49.95,2.927571807918255e-13,-125.33492443685083
50.0,1.7428263225670836e-13,-127.58745889372442
50.05,3.668373140203428e-14,-134.35526495115107
50.1,3.257103216613572e-14,-134.87168478556578
50.15,6.631794849867656e-14,-131.7836891685894
50.2,8.302114456930155e-15,-140.80811283524287
50.25,1.7768821658268643e-13,-127.5034137153514
50.3,9.462922462506388e-14,-130.2397471842558
50.35,1.303625870669829e-13,-128.84847029475947
50.4,2.8938683200402666e-13,-125.3852123450965
50.45,3.676383133021468e-13,-124.34579235075239
50.5,7.700431304617942e-14,-131.13484949117162
50.55,1.5204206107571866e-13,-128.18036251751488
50.6,6.153762591270547e-14,-132.10859262604322
50.65,3.404205960227858e-13,-124.67984172240641
50.7,5.620295362180106e-13,-122.5024086044618
50.75,6.65034843995315e-14,-131.77155599571395
50.8,8.07323257744247e-15,-140.92952535978748
50.85,9.946160741481181e-14,-130.02344526345078
50.9,7.975750568954634e-14,-130.9822843646928
50.95,6.137699635866471e-14,-132.1199436870276
51.0,1.792844860711737e-13,-127.46457289384749
51.05,5.022682593959619e-14,-132.9906426600676
51.1,8.128350641924459e-15,-140.89997570000082
51.15,3.2189696067513267e-13,-124.92283123868131
51.2,4.490036096055708e-15,-143.47750167625895
51.25,1.5574753518135154e-13,-128.075788176422
51.3,2.4073152780602206e-13,-126.18467027898956
51.35,1.5318937130205496e-13,-128.14771366198184
51.4,2.0524175675709576e-13,-126.87734276677696
51.45,2.757240658422712e-13,-125.59525326000268
51.5,1.211367044959203e-13,-129.16724245421807
51.55,4.962943809724774e-14,-133.04260641841688
51.6,1.4436466825761715e-13,-128.40539082793305
51.65,8.709167493249185e-14,-130.6002335708968
51.7,3.4274421441202614e-13,-124.65029867450598
51.75,1.743934858955056e-13,-127.58469741263957
51.8,2.1676097332765102e-14,-136.6401890753103
51.85,2.8260339367944435e-13,-125.48822627174629
51.9,4.8674650634817296e-14,-133.12697156971063
51.95,4.608838861908854e-14,-133.36408475778097
52.0,6.850963007299405e-14,-131.6424837750603
52.05,6.074527805052797e-14,-132.16487475693472
52.1,1.3853979795862502e-13,-128.58425450057908
52.15,7.835784488871856e-14,-131.0591751711079
52.2,2.9608547955160107e-13,-125.28582890500749
52.25,3.957559788967862e-13,-124.02572515297527
52.3,5.202694386831056e-14,-132.83771684388617
52.35,2.945521815217723e-13,-125.30837756430417
52.4,7.076011367143542e-13,-121.50211478096438
52.45,1.6821419487020582e-15,-147.74137358754007
52.5,2.3418694916098505e-13,-126.30437311079612
52.55,1.1686318435003374e-13,-129.32322283978118
52.6,8.810754241610561e-14,-130.54986912365632
52.65,1.6410530030434843e-13,-127.84877391794213
52.7,6.373908594787782e-14,-131.9559416882964
52.75,3.3644550643057874e-14,-134.73085267763895
52.8,2.0748144874057703e-14,-136.83020728203797
52.85,2.4774681256381663e-15,-146.0599192430929
52.9,1.260938769668447e-13,-128.99306001960426
52.95,8.230727031779001e-14,-130.8456180124651
53.0,3.262237051184066e-14,-134.86484484043555
53.05,1.4461548416756246e-14,-138.397852040781
53.1,2.7103430084874766e-13,-125.66975743344527
53.15,2.2542210571163135e-13,-126.47003497704995
53.2,7.318842239960515e-15,-141.355576141006
53.25,1.0878826399342035e-13,-129.6341795351478
53.3,4.51546519278892e-15,-143.45297501108155
53.35,8.766145586565044e-14,-130.5719132093773
53.4,1.359975306421211e-13,-128.66468977205054
53.45,4.223716633171977e-14,-133.74305226075057
53.5,8.423752609661724e-14,-130.74494396076656
53.55,7.714328765203569e-14,-131.12701856541895
53.6,8.378643788420013e-14,-130.76826272881877
53.65,8.38387060616612e-14,-130.76555433063317
53.7,1.973959652154329e-13,-127.04661728579156
53.75,3.0104431662025675e-14,-135.2136956737316
53.8,4.917952777693527e-14,-133.0821564568384
53.85,6.857701714784724e-14,-131.6382140904906
53.9,3.994299592778087e-14,-133.98559363949366
53.95,2.868303833431984e-14,-135.4237484666047
54.0,1.6277761942734115e-15,-147.88405307231645
54.05,4.248021853984448e-14,-133.71813257689195
54.1,6.52558660452961e-14,-131.85380442202802
54.15,4.889997417555931e-14,-133.1069137023047
54.2,1.5114138208827476e-13,-128.20616610763426
54.25,1.7890507604582607e-13,-127.47377337088201
54.3,3.8815394570535264e-14,-134.10995994739898
54.35,3.9594684343835025e-13,-124.02363114960784
54.4,1.9543221040857287e-13,-127.09003855919966
54.45,4.0122969986041364e-14,-133.9660692707711
54.5,3.016917737635342e-14,-135.20436531581095
54.55,1.5693106936432926e-13,-128.04291065860528
54.6,3.9611909430812766e-14,-134.02174222597506
54.65,2.793455772667868e-13,-125.53858200208003
54.7,4.342593137346425e-14,-133.6225085829207
54.75,1.1396697081953376e-13,-129.43220994884734
54.8,6.062520006732003e-13,-122.17346815185726
54.85,2.792587804374414e-13,-125.53993162937223
54.9,2.270257878101013e-13,-126.4392480858869
54.95,2.5794431872988e-13,-125.88474033099588
55.0,1.1696398201062427e-13,-129.31947854683386
55.05,1.4049874728458864e-13,-128.52327547999585
55.1,1.2754674455259278e-13,-128.9433062165543
55.15,3.679640229148769e-13,-124.34194641688863
55.2,5.446712302477845e-14,-132.63865563729274
55.25,7.282789300039217e-14,-131.37702254532064
55.3,2.648031655609508e-13,-125.7707682747465
55.35,4.3384604373144554e-15,-143.62664358552007
55.4,3.9045077487664064e-13,-124.0843371094671
55.45,1.2915821338040924e-13,-128.88877971121553
55.5,4.974818136534106e-13,-123.03222791047573
55.55,4.600402475902398e-13,-123.37204171488595
55.6,1.1241441916518132e-14,-139.4917797913851
55.65,2.947864208068889e-13,-125.30492525916327
55.7,4.9579147598181433e-14,-133.0470094421984
55.75,5.609601209597477e-13,-122.51068011939435
55.8,9.72711402706058e-14,-130.12015993034464
55.85,8.932972148491404e-14,-130.49004020066423
55.9,9.474420908076675e-14,-130.23447325329556
55.95,6.100594859556001e-14,-132.146278155422
56.0,1.0088231133779766e-13,-129.96184976100398
56.05,1.4670009596570866e-13,-128.3356960205744
56.1,2.4253523569726154e-14,-136.15225157856597
56.15,1.1342593124762341e-14,-139.45287646410247
56.2,1.7407238303246935e-13,-127.59270125195043
56.25,2.5719399374157627e-14,-135.89739177720398
56.3,1.266569148245351e-13,-128.97371094952302
56.35,1.1190003434146082e-13,-129.51169780189213
56.4,2.0329741579008198e-13,-126.9186814185011
56.45,1.63849901648127e-13,-127.8555381496936
56.5,2.2531281301655386e-14,-136.47214110255044
56.55,1.0066441424589398e-13,-129.97124029227973
56.6,1.0433448997941154e-15,-149.81572102583198
56.65,5.947447847180517e-14,-132.25669357576703
56.7,6.723398762975011e-14,-131.7241113009231
56.75,6.100344201344088e-14,-132.14645659984788
56.8,1.06338813638392e-13,-129.73308189171115
56.85,2.7160869385070777e-13,-125.66056332952064
56.9,5.12196378575653e-14,-132.90563496484867
56.95,3.384738888172064e-14,-134.70474828839974
