time_seconds,power_dbm
0.398,-97.1946571285396
0.399,-96.6534714545132
0.4,-96.07943399556551
0.401,-95.94188335195966
0.402,-97.04951353268832
0.403,-98.599604863625
0.404,-99.56090267063338
0.405,-99.52228753352107
0.406,-100.11237754113229
0.407,-99.50305266570257
0.408,-99.67968153468372
0.409,-100.2620859889608
0.41,-100.43842963125614
0.411,-99.99666362710629
0.412,-99.57883181738423
0.413,-99.60557881167664
0.414,-99.45423674300561
0.415,-99.86814948852536
0.416,-100.01172997449065
0.417,-99.83666549203734
0.418,-100.3285656701871
0.419,-99.80820248300357
0.42,-99.94644361903602
0.421,-100.31587632885763
0.422,-100.34155619195782
0.423,-100.56030753369308
0.424,-99.9797450413532
0.425,-100.04291132600008
0.426,-99.67725866224808
0.427,-99.3314878833889
0.428,-100.24079566884387
0.429,-99.98928159749666
0.43,-100.64486961352425
0.431,-99.9910076303142
0.432,-100.30022596525944
0.433,-99.820956055756
0.434,-100.68395452624222
0.435,-99.75178210993245
0.436,-99.9361917528253
0.437,-99.20237502109018
0.438,-99.29562155181704
0.439,-98.00216309104073
0.44,-96.55720159628774
0.441,-95.28880016665644
0.442,-94.62049655868489
0.443,-95.88343713065801
0.444,-97.33363165851382
0.445,-98.94754997839826
0.446,-99.56050923386601
0.447,-99.80445690240202
0.448,-99.62442612003412
0.449,-100.07933289987604
0.45,-100.01201679196922
0.451,-100.13321099696824
0.452,-99.3894821879518
0.453,-100.47313392092926
0.454,-99.87919482737952
0.455,-100.02473902078205
0.456,-99.77823797668493
0.457,-100.60319990006643
0.458,-100.47432018491116
0.459,-99.99387133828691
0.46,-100.16460339014705
0.461,-100.1889819902719
0.462,-100.21792350143002
0.463,-99.67276923633277
0.464,-100.05839026590154
0.465,-99.78735932733306
0.466,-99.66202195118767
0.467,-100.09700875096125
0.468,-100.04644704214026
0.469,-99.75955075211013
0.47,-100.22356829171942
0.471,-100.09117781286152
0.472,-100.31845431528919
0.473,-100.09787875592482
0.474,-100.20548761690829
0.475,-99.7969137113264
0.476,-100.35148963883212
0.477,-100.31070041613476
0.478,-99.56893119931253
0.479,-98.68685716608029
0.48,-97.80768114633995
0.481,-97.14563137388183
0.482,-97.01004418299942
0.483,-97.52205778960798
0.484,-98.1885294155819
0.485,-98.77128303474724
0.486,-99.85656173598443
0.487,-99.8093708330423
0.488,-99.32238466355247
0.489,-99.8232060195278
0.49,-100.2087807837008
0.491,-100.06250299064968
0.492,-100.24439463690506
0.493,-99.96617240106671
0.494,-100.33945358354157
0.495,-100.2046642856259
0.496,-99.9606278007953
0.497,-100.36194899053788
0.498,-100.05238810990834
0.499,-99.618474174803
0.5,-100.27918662843747
0.501,-99.55136677173802
0.502,-100.01078608729239
0.503,-100.57293874165248
0.504,-100.39858959218031
0.505,-99.81830567569364
0.506,-100.12142332967392
0.507,-100.15046132864106
0.508,-100.10415005709403
0.509,-100.00444278143608
0.51,-100.05481192160664
0.511,-99.51261804282393
0.512,-100.2611712693556
0.513,-100.36550165197029
0.514,-100.25622405521452
0.515,-100.10761676297312
0.516,-99.50159931103599
0.517,-99.65982137779149
0.518,-99.25748108798395
0.519,-97.51573703260404
0.52,-97.11751054664306
0.521,-96.45225704660851
0.522,-95.81755205928886
0.523,-96.51914864021543
0.524,-98.33369770626629
0.525,-99.16726088895852
0.526,-99.5288539718693
0.527,-99.71361595523679
0.528,-99.7098861200125
0.529,-100.1371765627309
0.53,-99.33794481292146
0.531,-99.85830689898808
0.532,-99.729249605261
0.533,-99.49549445857622
0.534,-99.42007213897018
0.535,-100.09834360015928
0.536,-100.12129884995362
0.537,-100.1609768521034
0.538,-99.66820742318741
0.539,-100.01900604590891
0.54,-99.90499294854693
0.541,-100.40836527626094
0.542,-100.00206112464373
0.543,-100.28046195859241
0.544,-99.93721641917091
0.545,-100.037720629147
0.546,-99.8933398486689
0.547,-100.02417931143349
0.548,-100.0186025960682
0.549,-99.78887624910077
0.55,-99.62971485183732
0.551,-100.1037136369795
0.552,-99.86737578696622
0.553,-100.74686225429008
0.554,-100.4552264323176
0.555,-99.83165769798904
0.556,-100.03480278207898
0.557,-98.83657877542926
0.558,-98.88830123809777
0.559,-98.11600603481179
0.56,-96.50954153053881
0.561,-95.650493042401
0.562,-96.35312280136525
0.563,-97.03561728215399
0.564,-97.93052498728541
0.565,-99.22511720152562
0.566,-99.62054707663711
0.567,-99.96317294288758
0.568,-100.03200345048583
0.569,-99.74334490761524
0.57,-99.54359763911079
0.571,-99.67842063730751
0.572,-100.2508611738664
0.573,-100.03136210549816
0.574,-100.12868949217429
0.575,-100.17640261951547
0.576,-99.91020449453586
0.577,-100.58252494345882
0.578,-99.98834702175297
0.579,-99.68085154299371
0.58,-100.31128339650286
0.581,-99.61886711240606
0.582,-99.95193222945127
0.583,-99.90716631230485
0.584,-99.61270179784582
0.585,-100.02117434739954
0.586,-100.39849888385928
0.587,-99.64767020332302
0.588,-100.27894402552023
0.589,-99.90690477843725
0.59,-100.53864706172418
0.591,-100.2709064744349
0.592,-99.70306670454629
0.593,-100.02541139647289
0.594,-100.36948457945434
0.595,-99.97661172392779
0.596,-99.81384409020808
0.597,-99.80031385717538
0.598,-98.29763808073156
0.599,-96.92905065800852
0.6,-95.52194514033121
