time_seconds,power_dbm
0.299,-100.1283577820408
0.3,-99.80985507193611
0.301,-99.48181194374953
0.302,-100.11513125620309
0.303,-99.91973704082989
0.304,-100.36129525085403
0.305,-100.0439533438826
0.306,-100.13073366016005
0.307,-99.86082117195238
0.308,-100.22757700109848
0.309,-100.43883342352208
0.31,-100.4610604887217
0.311,-100.31373770650208
0.312,-99.9154735146845
0.313,-99.79003377481547
0.314,-99.95175074428704
0.315,-99.55055632265095
0.316,-99.9483610174297
0.317,-100.56521082089806
0.318,-100.07664778697905
0.319,-99.91866090495796
0.32,-99.92566888138116
0.321,-99.6620451289497
0.322,-100.48500076450362
0.323,-100.34033416369266
0.324,-100.19969133021327
0.325,-99.67652497539764
0.326,-99.8751203207678
0.327,-100.24856013214178
0.328,-100.31406204946892
0.329,-99.35968477162044
0.33,-100.10606178514615
0.331,-100.16527223163463
0.332,-100.17619774559664
0.333,-99.13090269242187
0.334,-99.89509844384395
0.335,-99.64156582634338
0.336,-99.63049556396578
0.337,-100.00045587575016
0.338,-99.87282750339978
0.339,-100.08360250949268
0.34,-100.4521794841152
0.341,-99.94069474399724
0.342,-99.84005140925683
0.343,-99.85000983858446
0.344,-100.40191933675145
0.345,-99.78104997014685
0.346,-99.74943939537555
0.347,-100.44553124808183
0.348,-99.96127946905561
0.349,-99.94818027150555
0.35,-99.9130329851948
0.351,-100.06891059673521
0.352,-99.9370295301334
0.353,-100.25380338578725
0.354,-100.18233718489354
0.355,-100.2607774034467
0.356,-99.82451180566527
0.357,-99.97902195774714
0.358,-100.33463052709594
0.359,-100.2614627852915
0.36,-100.08327201467036
0.361,-100.4453654950048
0.362,-99.87450561919006
0.363,-99.8679254151965
0.364,-99.98392813100646
0.365,-100.62511160535044
0.366,-100.02699718880702
0.367,-100.54632436241339
0.368,-100.29121535310759
0.369,-100.3304167821945
0.37,-100.07557996092895
0.371,-99.64637031685675
0.372,-100.40326471543854
0.373,-99.99263143576466
0.374,-99.87404169979969
0.375,-100.37352981308696
0.376,-99.86342049595811
0.377,-99.731636617737
0.378,-99.958316041546
0.379,-99.82034968200898
0.38,-100.24666941662208
0.381,-100.63969880979681
0.382,-99.89316913695261
0.383,-99.6854093538058
0.384,-100.43670865816202
0.385,-100.3350957602253
0.386,-99.87213056423141
0.387,-100.18292863638776
0.388,-99.53758958469756
0.389,-99.91356759185923
0.39,-99.81099994002741
0.391,-100.37556617997093
0.392,-99.72500965274449
0.393,-100.23529766659834
0.394,-99.50584498042359
0.395,-99.63732689780133
0.396,-99.99612615657686
0.397,-99.17579682895014
0.398,-98.48119284964264
0.399,-96.89776783126064
0.4,-95.98858724210743
0.401,-95.7827207597008
0.402,-95.69076358011421
0.403,-97.66153004517625
0.404,-98.37738691424987
0.405,-99.74470373090826
0.406,-99.26784257507624
0.407,-100.01316113516683
0.408,-99.7283328258243
0.409,-99.88570650463751
0.41,-99.96820657302513
0.411,-99.61434028617536
0.412,-99.99075789244192
0.413,-99.80582979863509
0.414,-100.39483637183072
0.415,-99.79720072323167
0.416,-100.66359174207965
0.417,-100.47340323809028
0.418,-99.9385577117078
0.419,-99.48724997373809
0.42,-99.84910635697607
0.421,-99.61474511429707
0.422,-99.66438313599956
0.423,-100.1007653412141
0.424,-100.62383216429453
0.425,-100.51855921065399
0.426,-99.90277627740045
0.427,-99.89476630159142
0.428,-99.90846185773557
0.429,-100.1892681410072
0.43,-99.79901361024399
0.431,-100.11873356914758
0.432,-99.9760777921174
0.433,-99.94181804379411
0.434,-99.74321401057021
0.435,-99.5336827485318
0.436,-99.89469834710786
0.437,-99.81559659824497
0.438,-100.35616664207303
0.439,-100.64801484225681
0.44,-99.9051118645407
0.441,-100.25986812557714
0.442,-100.21772001835467
0.443,-100.05704604551347
0.444,-100.03131724814241
0.445,-100.67101833073025
0.446,-99.59204730171801
0.447,-100.39394827159934
0.448,-100.13254289044401
0.449,-100.02210644155637
0.45,-99.53803507423567
0.451,-99.56519780265981
0.452,-100.1626236914295
0.453,-100.61852527668414
0.454,-99.89314572971514
0.455,-100.23811609643523
0.456,-99.92387097647871
0.457,-99.96169941970551
0.458,-100.05723121740155
0.459,-100.10313283967334
0.46,-99.95199210132267
0.461,-99.88485336540903
0.462,-100.09973763691202
0.463,-99.842060444876
0.464,-99.95278969228934
0.465,-100.13496531387042
0.466,-99.5788005578249
0.467,-100.09085901952216
0.468,-99.93626554828238
0.469,-100.13063046744483
0.47,-99.86546004326958
0.471,-100.19042688495266
0.472,-99.63121224058185
0.473,-100.04888688249648
0.474,-100.52577219953133
0.475,-99.7759070532438
0.476,-99.61813554617277
0.477,-98.73271469608505
0.478,-97.05284517342307
0.479,-95.69103065780935
0.48,-95.70187967604782
0.481,-95.28053351602414
0.482,-97.0206182339146
0.483,-98.74686454787118
0.484,-98.9619871040752
0.485,-99.91438948021504
0.486,-99.83088031276694
0.487,-100.42324613439268
0.488,-99.65857049175504
0.489,-100.29354009134896
0.49,-100.13759807677845
0.491,-99.51761035375857
0.492,-100.22840957078348
0.493,-99.63297098691591
0.494,-100.32099037381666
0.495,-99.6203398493439
0.496,-100.11380253583167
0.497,-99.70527775042963
0.498,-100.04767596604954
0.499,-99.82609857461198
0.5,-99.65728467498684
0.501,-100.53421210118742
0.502,-100.00062531399087
0.503,-100.06541632265689
0.504,-99.77827074937247
0.505,-99.80295892716029
0.506,-100.37013311307751
0.507,-99.55288722144891
0.508,-100.13577837405398
0.509,-99.83799231989951
0.51,-99.87771210706092
0.511,-99.6207762678067
0.512,-99.88582613018238
0.513,-99.94165856525362
0.514,-99.67036476750748
0.515,-99.89854954545999
0.516,-99.97677433384308
0.517,-100.03124937380757
0.518,-100.28906002624154
0.519,-99.78784528961435
0.52,-100.20721258087055
0.521,-100.07043804361629
0.522,-100.07136039049365
0.523,-100.38251587421054
0.524,-100.21255682995154
0.525,-99.7304307092234
0.526,-100.23550613918225
0.527,-99.9819801455754
0.528,-100.59759438213617
0.529,-99.91293844704262
0.53,-100.49247708552964
0.531,-99.67548783778967
0.532,-99.94545021822319
0.533,-101.06580944899729
0.534,-99.7428187989037
0.535,-100.04547568174327
0.536,-99.23520292046793
0.537,-100.07370772577391
0.538,-100.14109825814964
0.539,-100.0445024541062
0.54,-100.06120191737715
0.541,-99.61572835557931
0.542,-100.18942001913634
0.543,-100.63428861848992
0.544,-100.05647020682655
0.545,-99.70267222617845
0.546,-100.21882825986555
0.547,-100.13427989426931
0.548,-100.10919694372211
0.549,-99.73180522445246
0.55,-100.160170846274
0.551,-100.02836950961107
0.552,-100.07378268751968
0.553,-99.89507028998841
0.554,-100.34732564555975
0.555,-100.04065946663692
0.556,-99.08736652483977
0.557,-100.2435113959068
0.558,-99.40271676401876
0.559,-100.28099597235347
0.56,-99.80644706732322
0.561,-99.59272242365772
0.562,-100.24211311551947
0.563,-99.87520647812546
0.564,-100.66463811815518
0.565,-100.45523022466172
0.566,-100.34395398627302
0.567,-99.35079594598555
0.568,-99.5063743339356
0.569,-100.4475840842882
0.57,-100.21714477833872
0.571,-100.14880776243571
0.572,-100.15547233356395
0.573,-99.67754115602249
0.574,-100.54359891952829
0.575,-100.30364423194547
0.576,-99.52705805317719
0.577,-100.2245044243701
0.578,-99.33090353080925
0.579,-100.15146884552742
0.58,-100.29762198627765
0.581,-99.79892534196232
0.582,-99.65388094952183
0.583,-99.51505881157364
0.584,-100.08900891936229
0.585,-100.2058452343297
0.586,-99.53795454713459
0.587,-99.64056272961484
0.588,-100.44888931313945
0.589,-100.08672518252035
0.59,-100.27156805983651
0.591,-99.72043975114242
0.592,-99.45282248634219
0.593,-99.96150694478885
0.594,-99.88601278086979
0.595,-99.90106839367917
0.596,-100.03761575902821
0.597,-99.82788744787919
0.598,-100.34616119029792
0.599,-99.70309455660872
0.6,-100.11564549961349
