time_seconds,power_dbm
0.42,-100.23852915195516
0.421,-100.22027163763636
0.422,-100.21158236801621
0.423,-100.0443284896226
0.424,-100.00332493800619
0.425,-100.28181197423744
0.426,-100.27141280061284
0.427,-99.66432961294494
0.428,-100.32643856433562
0.429,-100.42981426745027
0.43,-100.88458408766911
0.431,-99.99623324018023
0.432,-100.17079165268468
0.433,-100.1842886822794
0.434,-99.91716397228502
0.435,-100.02781720785921
0.436,-99.8735442061173
0.437,-99.59500344740997
0.438,-100.09871853167327
0.439,-99.05727964784658
0.44,-98.61274224612312
0.441,-97.54746597311215
0.442,-96.15655552981953
0.443,-96.76904637068924
0.444,-96.7106478824508
0.445,-97.9223993006564
0.446,-99.6877837520071
0.447,-99.59259875803745
0.448,-99.4565993702243
0.449,-99.608287331782
0.45,-99.79126898695496
0.451,-99.43501510816598
0.452,-99.82492952812953
0.453,-99.36733512406494
0.454,-99.80384040802993
0.455,-99.93994223374747
0.456,-99.72540251041393
0.457,-100.20261979218735
0.458,-99.47938419437475
0.459,-99.80708913868135
0.46,-99.95090011259879
0.461,-99.90072578219387
0.462,-100.16679409995415
0.463,-99.5170562974816
0.464,-100.10100361141178
0.465,-99.82374993222282
0.466,-99.79347288854635
0.467,-99.75559801852641
0.468,-99.88430729983588
0.469,-100.07226747393155
0.47,-99.51170257934842
0.471,-99.84773512512004
0.472,-100.5622140083496
0.473,-99.79242538654728
0.474,-100.02908213245524
0.475,-99.8302773536165
0.476,-99.904572665829
0.477,-99.26501460935175
0.478,-97.23306296831797
0.479,-95.7886686505317
0.48,-94.81311947371898
0.481,-95.44715742320801
0.482,-96.25395515232293
0.483,-97.48789340003526
0.484,-98.70423220146625
0.485,-99.31886442842702
0.486,-99.4911486964332
0.487,-99.92948865460129
0.488,-99.93450059775853
0.489,-99.80700779484053
0.49,-100.02803509379025
0.491,-100.40153860555142
0.492,-99.81245114501185
0.493,-99.5230298345163
0.494,-99.97235166646446
0.495,-99.88148150065966
0.496,-100.32092536674824
0.497,-100.05617314851007
0.498,-99.96015239352951
0.499,-100.11171562644384
0.5,-100.19040940058339
0.501,-99.96497679225035
0.502,-99.9736419901876
0.503,-100.0642097858373
0.504,-99.60573661423604
0.505,-99.85680160030435
0.506,-100.04155349600262
0.507,-100.13269199877315
0.508,-99.74926155236204
0.509,-99.32713637377898
0.51,-100.0205269747133
0.511,-100.13575282903962
0.512,-99.52258497762865
0.513,-100.28047296858692
0.514,-99.82785175915734
0.515,-100.24716421347439
0.516,-99.84436835622869
0.517,-100.47565619083727
0.518,-99.9414361270767
0.519,-99.61775643226134
0.52,-99.16749353073409
0.521,-98.43680209208645
0.522,-97.30525772344456
0.523,-96.10894994824464
0.524,-95.0135501207252
0.525,-96.07185066793205
0.526,-96.874580917663
0.527,-98.7050838889101
0.528,-99.5212266556422
0.529,-100.49002215464215
0.53,-99.6232585996373
0.531,-99.91212036349947
0.532,-99.8111250628712
0.533,-100.1818843364091
0.534,-100.26954289418958
0.535,-100.00041112221757
0.536,-100.12917207117783
0.537,-100.58991238779062
0.538,-100.35148465098364
0.539,-100.37573327291348
0.54,-99.25290278352284
0.541,-99.61761862967586
0.542,-100.08415405969895
0.543,-100.079252827189
0.544,-100.02444451430517
0.545,-99.58741222354226
0.546,-99.87715886889582
0.547,-99.66259842829007
0.548,-100.231192988598
0.549,-99.49121243688911
0.55,-99.65467892911502
0.551,-100.64448478245774
0.552,-99.86607424854566
0.553,-100.01735965088085
0.554,-99.90027724958205
0.555,-99.78631169906484
0.556,-100.35150359563654
0.557,-100.03901521034689
0.558,-99.83522213449486
0.559,-98.87820400583074
0.56,-98.39851319890572
0.561,-98.23464191761336
0.562,-97.16181215716053
0.563,-97.12045064988988
0.564,-97.58519103634991
0.565,-98.57113107115052
0.566,-99.57228366452536
0.567,-100.17149870423495
0.568,-99.72045494997619
0.569,-99.7838199160581
0.57,-99.93066698311813
0.571,-100.36599887940562
0.572,-100.08830177947111
0.573,-99.77569679188665
0.574,-100.09160319301695
0.575,-99.85056997011287
0.576,-100.39419951805587
0.577,-99.86982653255632
0.578,-99.99236609666492
0.579,-100.0899239600076
0.58,-99.69662507458445
0.581,-99.73059094902317
0.582,-99.77052185154771
0.583,-99.96882781237527
0.584,-100.5253038429481
0.585,-100.08685711945766
0.586,-99.89992168585185
0.587,-100.239657292942
0.588,-99.9176411596594
0.589,-100.0481545134583
0.59,-100.08504921133353
0.591,-99.92031118999087
0.592,-100.18313426244565
0.593,-100.09491307903818
0.594,-99.94087285972677
0.595,-99.97469023149505
0.596,-99.99023178331184
0.597,-99.83575120243283
0.598,-99.65831764628918
0.599,-99.40183321038279
0.6,-99.07748069582442
