time_seconds,power_dbm
0.513,-100.47766874208544
0.514,-99.65501780335585
0.515,-100.00727723362579
0.516,-99.74247774759522
0.517,-99.9402569604774
0.518,-99.98317221300898
0.519,-100.13724287785753
0.52,-99.79126020532911
0.521,-100.24139765975625
0.522,-99.7414258136678
0.523,-99.74932870003188
0.524,-101.03103807072318
0.525,-99.94064694689217
0.526,-99.97758690429761
0.527,-99.55048208658253
0.528,-99.92453040540627
0.529,-99.79327400705247
0.53,-100.38914720430505
0.531,-100.08665967800526
0.532,-100.36524577757213
0.533,-100.28653863498006
0.534,-99.87441646611364
0.535,-100.0044119787851
0.536,-99.62580522227555
0.537,-100.19916300768632
0.538,-99.84761827859943
0.539,-100.06021283267124
0.54,-100.06844112640233
0.541,-99.73513499817388
0.542,-99.91189745789146
0.543,-100.25930134869569
0.544,-100.07881341114368
0.545,-99.75423379076061
0.546,-100.27209288671231
0.547,-99.30995533113142
0.548,-99.70901970624386
0.549,-99.81620389150969
0.55,-99.9366557071833
0.551,-100.01006284028502
0.552,-100.08668967113813
0.553,-100.873166400214
0.554,-100.13086786224056
0.555,-100.04952669125304
0.556,-99.95509327833382
0.557,-100.32972477224264
0.558,-100.05470474266131
0.559,-99.84837134752671
0.56,-99.86422884462868
0.561,-99.62277250524842
0.562,-99.64765332059669
0.563,-99.69827141875852
0.564,-99.79236270271672
0.565,-99.7030106781382
0.566,-100.54822941995008
0.567,-100.23776450211868
0.568,-99.76372826051163
0.569,-100.09990686093596
0.57,-100.21019380127207
0.571,-99.72229594519041
0.572,-100.122879637971
0.573,-100.03210043752408
0.574,-99.60397782184914
0.575,-99.84168831044029
0.576,-100.07651088409533
0.577,-100.22988007744432
0.578,-99.97872848670555
0.579,-99.19224036083982
0.58,-99.97839848049635
0.581,-99.88871833544103
0.582,-100.2965539702943
0.583,-99.63969527029266
0.584,-99.93329514973664
0.585,-100.51631089760548
0.586,-99.92558959233764
0.587,-100.3064296079265
0.588,-99.99173100474951
0.589,-99.32635192894301
0.59,-100.39403366315825
0.591,-99.33841384263657
0.592,-99.8195890704864
0.593,-100.20657934283913
0.594,-99.5434074856647
0.595,-99.3280145089479
0.596,-99.56630184504456
0.597,-98.72762427804567
0.598,-97.68236195980418
0.599,-96.43392475761132
0.6,-95.86101080774004
