Device,StartTime,Duration,Success
772.0,0.0001614543354513715,0.040959999999999996,1.0
216.0,0.04126554329798267,0.064512,1.0
745.0,0.10579505755984277,0.027648,1.0
240.0,0.1334513904849334,0.053248,1.0
482.0,0.18670082542074276,0.027648,1.0
292.0,0.21435729675327947,0.043008,1.0
715.0,0.257365723348262,0.049152,1.0
835.0,0.3065221101451203,0.036864,1.0
923.0,0.34341382017252425,0.053248,1.0
817.0,0.39666407240249674,0.021504,1.0
565.0,0.41817221288060885,0.044031999999999995,1.0
40.0,0.46221391350001256,0.057344,1.0
940.0,0.5195646422483844,0.056319999999999995,1.0
625.0,0.5758867394317855,0.029696,1.0
92.0,0.6055834896947109,0.03584,1.0
230.0,0.641427324822213,0.036864,1.0
275.0,0.6783030348326743,0.046079999999999996,1.0
572.0,0.724388086704735,0.046079999999999996,1.0
86.0,0.7704744524620099,0.026624,1.0
54.0,0.7971059863464841,0.053248,1.0
118.0,0.8503547609976413,0.061439999999999995,1.0
122.0,0.9117966272633078,0.059392,1.0
627.0,0.9711909231746274,0.037888,1.0
