frequency_mhz,amplitude_spectrum,power_spectrum
-1.0,1.7554167342883506e-16,3.0814879110195774e-32
-0.993006993006993,2.0014830212433605e-16,4.0059342843254506e-32
-0.986013986013986,2.2887833992611187e-16,5.238529448733282e-32
-0.9790209790209791,1.5700924586837752e-16,2.465190328815662e-32
-0.972027972027972,2.0014830212433605e-16,4.0059342843254506e-32
-0.965034965034965,2.220446049250313e-16,4.930380657631324e-32
-0.958041958041958,2.0014830212433605e-16,4.0059342843254506e-32
-0.951048951048951,2.0014830212433605e-16,4.0059342843254506e-32
-0.9440559440559441,1.2412670766236366e-16,1.5407439555097887e-32
-0.9370629370629371,1.2412670766236366e-16,1.5407439555097887e-32
-0.9300699300699301,1.1102230246251565e-16,1.232595164407831e-32
-0.9230769230769231,1.2412670766236366e-16,1.5407439555097887e-32
-0.916083916083916,1.2412670766236366e-16,1.5407439555097887e-32
-0.9090909090909091,2.2887833992611187e-16,5.238529448733282e-32
-0.9020979020979021,2.0014830212433605e-16,4.0059342843254506e-32
-0.8951048951048951,2.7755575615628914e-16,7.703719777548943e-32
-0.8881118881118881,0.0,0.0
-0.8811188811188811,1.5700924586837752e-16,2.465190328815662e-32
-0.8741258741258742,2.0014830212433605e-16,4.0059342843254506e-32
-0.8671328671328671,2.482534153247273e-16,6.162975822039155e-32
-0.8601398601398601,1.7554167342883506e-16,3.0814879110195774e-32
-0.8531468531468531,1.5700924586837752e-16,2.465190328815662e-32
-0.8461538461538461,2.830524433501838e-16,8.011868568650901e-32
-0.8391608391608392,1.7554167342883506e-16,3.0814879110195774e-32
-0.8321678321678322,1.2412670766236366e-16,1.5407439555097887e-32
-0.8251748251748252,2.2887833992611187e-16,5.238529448733282e-32
-0.8181818181818182,1.2412670766236366e-16,1.5407439555097887e-32
-0.8111888111888111,7.850462293418876e-17,6.162975822039155e-33
-0.8041958041958042,2.482534153247273e-16,6.162975822039155e-32
-0.7972027972027972,1.2412670766236366e-16,1.5407439555097887e-32
-0.7902097902097902,1.2412670766236366e-16,1.5407439555097887e-32
-0.7832167832167832,2.0014830212433605e-16,4.0059342843254506e-32
-0.7762237762237763,7.850462293418876e-17,6.162975822039155e-33
-0.7692307692307693,1.6653345369377348e-16,2.7733391199176196e-32
-0.7622377622377622,5.551115123125783e-17,3.0814879110195774e-33
-0.7552447552447552,1.6653345369377348e-16,2.7733391199176196e-32
-0.7482517482517482,1.2412670766236366e-16,1.5407439555097887e-32
-0.7412587412587412,1.1102230246251565e-16,1.232595164407831e-32
-0.7342657342657343,1.2412670766236366e-16,1.5407439555097887e-32
-0.7272727272727273,7.850462293418876e-17,6.162975822039155e-33
-0.7202797202797203,1.5700924586837752e-16,2.465190328815662e-32
-0.7132867132867133,1.1102230246251565e-16,1.232595164407831e-32
-0.7062937062937062,7.850462293418876e-17,6.162975822039155e-33
-0.6993006993006993,3.554447978966673e-16,1.2634100435180267e-31
-0.6923076923076923,1.7554167342883506e-16,3.0814879110195774e-32
-0.6853146853146853,2.2887833992611187e-16,5.238529448733282e-32
-0.6783216783216783,3.925231146709438e-16,1.5407439555097887e-31
-0.6713286713286714,5.551115123125783e-17,3.0814879110195774e-33
-0.6643356643356644,1.1102230246251565e-16,1.232595164407831e-32
-0.6573426573426573,2.830524433501838e-16,8.011868568650901e-32
-0.6503496503496503,1.7554167342883506e-16,3.0814879110195774e-32
-0.6433566433566433,1.1102230246251565e-16,1.232595164407831e-32
-0.6363636363636364,1.2412670766236366e-16,1.5407439555097887e-32
-0.6293706293706294,1.2412670766236366e-16,1.5407439555097887e-32
-0.6223776223776224,2.7755575615628914e-16,7.703719777548943e-32
-0.6153846153846154,2.9893669801409083e-16,8.936314941956774e-32
-0.6083916083916084,0.0,0.0
