time_ms,real_part,imaginary_part,amplitude,power
0.0,-0.0009668734473836123,0.009346443324708237,0.009396320933495121,8.829084708523863e-5
6.510416666666667e-5,-0.001970149075049554,0.0072055057978063835,0.007469993385548612,5.580080118014002e-5
0.00013020833333333333,-0.008054127692835176,0.00277454692165606,0.008518631551661663,7.25670835129656e-5
0.0001953125,-0.007701943435831604,-0.0012435228741533824,0.007801684550614195,6.086628182729222e-5
0.00026041666666666666,0.000818381418987331,-0.004721810116237989,0.00479220605992179,2.2965238920751128e-5
0.0003255208333333333,0.005967570501684492,-0.008919041068063512,0.010731318244576404,0.0001151611912663784
0.000390625,0.00037199962951839767,-0.009826589629612015,0.009833628398163123,9.670024747316023e-5
0.0004557291666666667,-0.009694068967271952,-0.0015226524176329623,0.009812922272552076,9.62934435271486e-5
0.0005208333333333333,-0.01480427572984329,0.011675172104334159,0.018854077106850116,0.0003554762235510496
0.0005859375,-0.012928099297730667,0.015568706784353311,0.020236609952982564,0.000409520382389153
0.0006510416666666666,-0.006655549579278228,0.003613530134535527,0.0075732384245728685,5.735394023542694e-5
0.0007161458333333333,0.0010319289068344342,-0.013228004289660224,0.01326819410304318,0.0001760449747560298
0.00078125,0.004522284083123331,-0.020045221195883835,0.02054901326391078,0.0004222619461203812
0.0008463541666666667,-0.0016099574288892962,-0.015119266224134158,0.0152047418287546,0.00023118417407907982
0.0009114583333333333,-0.012139370276606665,-0.007146453819585562,0.014086735353091235,0.00019843611290803044
0.0009765625,-0.012734576389153941,-0.001605309860000694,0.012835359580386226,0.00016474645555781246
0.0010416666666666667,0.0004404038101667106,0.0017821214977784498,0.0018357321560765506,3.369912548853461e-6
0.0011067708333333333,0.01148485138957901,0.00282828198756643,0.011827974908745268,0.00013990099044190765
0.001171875,0.005664681931178284,0.0017573002729719316,0.0059309970182765195,3.5176725630804965e-5
0.0012369791666666666,-0.00797105807727314,0.0032150527750416397,0.008595017813685107,7.387433121756434e-5
0.0013020833333333333,-0.00909486564536244,0.009345537322638368,0.013040538675837769,0.00017005564895602066
0.0013671875,0.0030319324439994438,0.011281738491023959,0.011682047668316885,0.000136470237724828
0.0014322916666666666,0.008627387772122174,-0.0005445526492410756,0.00864455651600235,7.472835735835868e-5
0.0014973958333333334,-0.0013455207453746713,-0.018174603205988803,0.018224341627926428,0.00033212662777137213
0.0015625,-0.011312323923807863,-0.022275100970966084,0.02498297011613891,0.0006241487958238899
0.0016276041666666667,-0.006280972445425042,-0.00962909719386545,0.011496526763727213,0.0001321701276290961
0.0016927083333333334,0.005421364383132389,0.0004116317676873678,0.005436969053329793,2.9560632486865858e-5
0.0017578125,0.007887655119852023,-0.005584820233613285,0.009664642793787268,9.340532033150418e-5
0.0018229166666666667,0.0035528814105250358,-0.01484942737154882,0.015268544776112674,0.00023312845958015766
0.0018880208333333333,0.005706371164812449,-0.009485078670102261,0.011069299401887722,0.00012252938924863185
0.001953125,0.01230628654724791,0.004247109977486371,0.01301854952534418,0.00016948263174383917
0.002018229166666667,0.007888358222320079,0.005964122225766459,0.009889234013184553,9.779694936752625e-5
0.0020833333333333333,-0.0084675248292998,-0.005687258676447024,0.010200190585848411,0.00010404388798763055
0.0021484375,-0.017403983228773262,-0.010685801653025313,0.020422658720039844,0.0004170849891952195
0.0022135416666666666,-0.008025488441918532,0.0007037878112966386,0.008056288352256122,6.490378201469765e-5
0.0022786458333333335,0.005024716467554128,0.013766134355456875,0.014654495237700946,0.0002147542306717997
0.00234375,0.004357429961585414,0.013314155328823695,0.01400906592140128,0.00019625392799016666
0.0024088541666666668,-0.0042045640773085285,0.004585433737453505,0.006221299031614711,3.8704561640770134e-5
0.0024739583333333332,-0.0034677612398630107,-0.00019752063448544367,0.003473381985578865,1.2064382417743778e-5
0.0025390625,0.006612161918299759,-0.0015758677046352428,0.006797355681169398,4.6204044256325906e-5
0.0026041666666666665,0.01001118342263306,-0.005408599041133104,0.011378784518099854,0.00012947673710934893
0.0026692708333333334,0.0011506699762954672,-0.007111092003795513,0.007203587361918525,5.1891670880792294e-5
0.002734375,-0.007274113112081108,-0.0002164250900661665,0.00727733202396046,5.295956138696045e-5
0.0027994791666666667,-0.0054529409913630904,0.006407676253974329,0.008413850511569265,7.079288043103436e-5
0.002864583333333333,-0.00011104938147078988,-0.0013125704471445606,0.0013172597100960452,1.7351731438423169e-6
0.0029296875,-0.0005967781994443577,-0.017481781015874925,0.01749196420378046,0.00030596881170633696
0.002994791666666667,-0.0036523570271863137,-0.020367848220557493,0.020692727055410177,0.0004281889529897043
0.0030598958333333333,-0.0013615731377454735,-0.004304481518362786,0.004514691855637198,2.0382442551356847e-5
0.003125,0.004072542044313683,0.011046956535221595,0.011773735490224747,0.00013862084739377779
0.0031901041666666666,0.0038759662404629137,0.010347207491422985,0.011049335598476867,0.00012208781716776816
